11870	http://11870.com/	http://11870.com/api/	http://11870.com/api	http://11870.com/interaction	Search	REST 		OAuth with API Key
Vast	http://vast.com	http://api.vast.com/index.php	http://www.vast.com/info/customapi	partners@vast.com	Search	REST 		None required
Verifilter	http://www.verifilter.com/default.aspx	http://www.Verifilter.com/API/VerifilterREST.aspx	http://www.verifilter.com/IntegratedSearch.aspx	support@verifilter.com	Financial	SOAP 		API Key
VersaPay	http://www.versapay.com/	https://secure.versapay.com/api/	http://developers.versapay.com/index.html	info@versapay.com	Payments	REST 		API Key with authorization
Vicurex	https://vircurex.com/	https://vircurex.com/api/	https://vircurex.com/welcome/api	customerservice@vircurex.com	Financial	REST 		API token
View	http://view.co.uk/	http://api.view.co.uk/v1	http://api.view.co.uk/	api@view.co.uk	Travel	REST 		API Key
Viralheat	http://www.viralheat.com	http://app.viralheat.com/social/api/	https://app.viralheat.com/developer	support@viralheat.com	Social	REST 		API Key
Virool	http://www.virool.com/	http://api.virool.com/api/v1	http://www.virool.com/docs	info@virool.com	Advertising	REST 		API Key
Virtapay	http://www.virtapay.com	https://www.virtapay.com/api/1.0	https://www.virtapay.com/api-access.php	http://www.virtapay.com/contact.php	Payments	REST 		API Key
VisANT	http://visant.bu.edu/	http://visant.bu.edu/ws/test/visant	http://visant.bu.edu/vmanual/sapi/index.html	VisANT@zlab.bu.edu	Science	REST 		Public
Visitors Voice	http://visitorsvoice.com/	http://api.visitorsvoice.com/v1/	http://api.visitorsvoice.com/	contact@adeptic.com	Search	REST 		API Key
Vocaroo	http://vocaroo.com/	 http://vocaroo.com/api/	http://vocaroo.com/?api	contact@vocaroo.com	Tools	REST 		None
Voice RSS	http://www.voicerss.org/	http://api.voicerss.org?	http://www.voicerss.org	http://www.voicerss.org/contact.aspx	Tools	REST 		API Key
voo2do	http://voo2do.com	http://voo2do.com/api	http://voo2do.com/help/api/	support@voo2do.com	Other	REST 		Username and password
WalletKit	https://walletkit.com/	https://api.walletkit.com/v1	https://walletkit.com/docs#lp	kevin@walletkit.com	Payments	REST 		API Key
Wappwolf	https://app.wappwolf.com/	https://app.wappwolf.com/WappwolfREST/rest/	http://support.wappwolf.com/knowledgebase/articles/73048-your-app-in-action-for-...	media@wappwolf.com	Media	REST 		API Key
Wattpad	http://www.wattpad.com/	http://wattpad.com/apiv2	http://www.wattpad.com/user/api_doc	admin@wattpad.com	Social	REST 		None
Wattvision	http://www.wattvision.com	http://www.wattvision.com/api	http://www.wattvision.com/info/api	info@wattvision.com	Other	REST 		API Key
weather-api.net	http://historicalclimate.com	http://weather-api.net/api/query.php	http://www.weather-api.net/docs.php	sales@weather-api.net	Weather	REST 		API Key, Shared Secret
WebKnox Jokes	http://webknox.com	http://webknox/api/	https://www.mashape.com/webknox/jokes/	feedback@webknox.com	Tools	REST 		API Key
WebKnox Media	http://webknox.com	http://webknox/api/	http://webknox.com/api	feedback@webknox.com	Media	REST 		API Key
WebKnox Text-Processing	http://webknox.com	http://webknox/api/	https://www.mashape.com/webknox/text-processing-1#!documentation	feedback@webknox.com	Tools	REST 		API Key
WebKnox Words	http://webknox.com	http://webknox/api/	https://www.mashape.com/webknox/words/	feedback@webknox.com	Tools	REST 		API Key
Webpage Analyse	http://www.webpageanalyse.com/	http://www.webpageanalyse.com/api/	http://www.webpageanalyse.com/dev/api	info@webpageanalyse.com	Tools	REST 		API Key
Whale Wisdom	http://whalewisdom.com/	https://whalewisdom.com/shell/command	http://whalewisdom.com/shell/api_help	contact@whalewisdom.com 	Financial	REST 		HTTPS, API Key
WhatLanguage	http://www.whatlanguage.net	http://api.whatlanguage.net/language/v1	http://www.whatlanguage.net/en/api/language_identification_documentation	info@whatlanguage.net	Tools	REST 		API Key
Wherestand	https://www.wherestand.com/	https://wherestand.p.mashape.com/request	https://www.mashape.com/wherestand/google-rank-checker	support@wherestand.com	Search	JSON 		Secret Key
Wibiya	http://www.wibiya.com/	https://api.wibiya.com	http://wiki.wibiya.com/Main_Page	support@wibiya.com	Tools	REST 		API Token
WickedAPI	http://www.wickedapi.com	http://api.wickedapi.com/	http://www.wickedapi.com	info@tagginit.com	Tools	REST 		API Key
Widen Media Collective	http://www.widen.com	http://www.widen.com/api/v2	http://www.widen.com/digital-asset-management-software/web-services-api/	marketing@widen.com	Media	SOAP 		API Key, HTTP Basic Auth
WiseNET	http://mywisenet.com.au/	https://xxx-api.mywisenet.com.au/	http://help.mywisenet.com.au/WiseNET_API%3A_Main_Page	info@wisenet.com.au	Education	REST 		HTTP Basic Authentication over SSL
WizIQ Virtual Classroom	http://www.wiziq.com/	http://class.api.wiziq.com/	http://developer.wiziq.com/	support@wiziq.com	Education	REST 		API Key
Wordsfinder Search Traffic Estimator	http://www.wordsfinder.com/	http://www.wordsfinder.com/api_traffic.php	http://www.wordsfinder.com/api_traffic_estimator.php	info@wordfinder.com	Search	REST 		API Key
WorldIP	http://www.wipmania.com/	http://api.wipmania.com/	http://www.wipmania.com/en/api/	mail@wipmania.com	Tools	HTTP 		API Key
Wridea	http://octeth.com/	http://{subdomain}.wridea.com/api/	http://wridea.com/help/api/api-function-reference	support@wridea.com	Social	REST 		HTTP Basic Authentication
WyzAnt ShareASale Affiliate Program	http://www.wyzant.com/	http://data.wyzant.com/api/	http://www.wyzant.com/affiliateProgram/ShareASale/API.aspx	partners@wyzant.com	Education	HTTP 		API Key
Xbox Music Developer	http://music.xbox.com	https://music.xboxlive.com	http://music.xbox.com/developer	xboxmusicdevapi@microsoft.com	Music	XML 		Token, API Key, OAuth2
xeno-canto	http://www.xeno-canto.org/	http://www.xeno-canto.org/csv.php	http://www.xeno-canto.org/feature-view.php?blognr=80	contact@xeno-canto.org	Science	REST 		Public
Xero Payroll	http://www.xero.com	https://api.xero.com/payroll.xro/1.0/	http://developer.xero.com/documentation/payroll-api/overview/	api@xero.com	Financial	REST 		OAuth 1.0
Xignite BATSLastSale	http://www.xignite.com	http://www.xignite.com/xBATSLastSale.asmx	https://www.xignite.com/product/XigniteBATSLastSale/api/	sales@xignite.com	Financial	SOAP 		API Key
Xignite Calendar	http://xignite.com	http://www.xignite.com/xCalendar.asmx	https://www.xignite.com/product/XigniteCalendar/	sales@xignite.com	Financial	SOAP 		API Key
Xignite Get Real Time Rate	http://www.xignite.com/forex	http://globalcurrencies.xignite.com/xGlobalCurrencies.asmx	https://www.xignite.com/forex/api/GetRealTimeRate	support@xignite.com	Financial	SOAP 		API Key
Xignite Get Real Time Rate Table	http://www.xignite.com/	http://globalcurrencies.xignite.com/xGlobalCurrencies.asmx	https://www.xignite.com/forex/api/GetRealTimeRateTable	sales@xignite.com 	Financial	SOAP 		API Key
Xignite Global Indices Historical	http://www.xignite.com/	http://globalindiceshistorical.xignite.com/xglobalindiceshistorical.asmx	http://www.xignite.com/product/XigniteGlobalIndicesHistorical/	info@xignite.com	Financial	SOAP 		API Key
Xignite Global Indices Real Time	http://www.xignite.com/	http://globalindicesrealtime.xignite.com/xglobalindicesrealtime.asmx	http://www.xignite.com/product/XigniteGlobalIndicesRealTime/	info@xignite.com	Financial	SOAP 		API Key
Xignite Global Real Time Options	http://www.xignite.com/	http://globalrealtimeoptions.xignite.com/xglobalrealtimeoptions.asmx	http://www.xignite.com/product/global-real-time-option-price-data/	sales@xignite.com	Financial	SOAP 		API Key
Xignite List Currencies	http://www.xignite.com/	http://globalcurrencies.xignite.com/xGlobalCurrencies.asmx	https://www.xignite.com/forex/api/ListCurrencies	sales@xignite.com 	Financial	SOAP 		API Key
Xignite Realtime	http://xignite.com	http://www.xignite.com/xRealTime.asmx	https://www.xignite.com/product/real-time-stock-quotes-data/api/	sales@xignite.com	Financial	SOAP 		API Key
XigniteAnalysts	http://xignite.com	http://www.xignite.com/xanalysts.asmx	https://www.xignite.com/product/XigniteAnalysts/	sales@xignite.com	Financial	SOAP 		API key
XigniteBondMaster	http://xignite.com/	http://bondmaster.xignite.com/xBondMaster.asmx	https://www.xignite.com/product/XigniteBondMaster/	sales@xignite.com	Financial	SOAP 		API Key
XigniteEdgar	http://xignite.com	http://www.xignite.com/xEdgar.asmx	http://www.xignite.com/product/XigniteEdgar/api/	sales@xignite.com	Financial	SOAP 		API Key
XigniteEstimates	http://xignite.com	http://www.xignite.com/xestimates.asmx	https://www.xignite.com/product/XigniteEstimates/	sales@xignite.com	Financial	SOAP 		API Key
XigniteFinancials	http://xignite.com	http://financials.xignite.com/xFinancials.asmx	http://www.xignite.com/product/company-financials/	support@xignite.com	Financial	SOAP 		API Key
XigniteFundamentals	http://xignite.com	http://fundamentals.xignite.com/xFundamentals.asmx	http://www.xignite.com/product/company-fundamentals/	sales@xignite.com	Financial	SOAP 		API Key
XigniteFunds	http://xignite.com	http://www.xignite.com/xFunds.asmx	http://www.xignite.com/product/XigniteFunds/	sales@xignite.com	Financial	SOAP 		API Key
XigniteFutures	http://xignite.com	http://www.xignite.com/xFutures.asmx	http://www.xignite.com/product/XigniteFutures/	sales@xignite.com	Financial	SOAP 		API key
XigniteGlobalBondMaster	http://xignite.com/	http://globalbondmaster.xignite.com/xGlobalBondMaster.asmx	http://www.xignite.com/product/XigniteGlobalBondMaster/	sales@xignite.com	Financial	SOAP 		API Key
XigniteGlobalExchanges	http://www.xignite.com/	http://globalexchanges.xignite.com/xGlobalExchanges.asmx	https://www.xignite.com/product/XigniteGlobalExchanges/	sales@xignite.com	Financial	SOAP 		API Key
XigniteGlobalMaster	http://www.xignite.com/	http://globalmaster.xignite.com/xglobalmaster.asmx	https://www.xignite.com/product/global-security-master-data/	sales@xignite.com	Financial	SOAP 		API Key
XigniteGlobalMetals	http://xignite.com	http://globalmetals.xignite.com/xGlobalMetals.asmx	https://www.xignite.com/product/gold-metal/	sales@xignite.com	Financial	SOAP 		API Key
XigniteGlobalQuotes	http://xignite.com	http://globalquotes.xignite.com/v3/xGlobalQuotes.asmx	https://www.xignite.com/product/global-stock-quote-data/	sales@xignite.com	Financial	SOAP 		API Key
XigniteGlobalRealTime	http://xignite.com/	http://globalrealtime.xignite.com/v3/xGlobalRealTime.asmx	http://www.xignite.com/product/global-real-time-stock-quote-data/	sales@xignite.com	Financial	SOAP 		API Key
XigniteHistorical	http://www.xignite.com/	http://www.xignite.com/xGlobalHistorical.asmx	https://www.xignite.com/product/XigniteGlobalHistorical/	sales@xignite.com	Financial	REST 		API Key
XigniteHoldings	http://www.xignite.com/	http://www.xignite.com/xHoldings.asmx	https://www.xignite.com/product/XigniteHoldings/	sales@xignite.com	Financial	SOAP 		API Key
XigniteInsider	http://www.xignite.com/	http://www.xignite.com/xInsider.asmx	https://www.xignite.com/product/XigniteInsider/	sales@xignite.com	Financial	SOAP 		API Key
XigniteInterBanks	http://xignite.com	http://www.xignite.com/xinterbanks.asmx	https://www.xignite.com/product/XigniteInterBanks/	sales@xignite.com	Financial	SOAP 		API Key
XigniteNASDAQLastSale	http://www.xignite.com	http://nasdaqlastsale.xignite.com/xNASDAQLastSale.asmx	http://www.xignite.com/product/NASDAQ-last-sale-stock-quotes-data/	sales@xignite.com	Financial	SOAP 		API Key
XigniteNews	http://www.xignite.com/	http://www.xignite.com/xNews.asmx	http://www.xignite.com/product/XigniteNews/	sales@xignite.com	Financial	REST 		API Key
XigniteReleases	http://www.xignite.com/	http://www.xignite.com/xReleases.asmx	http://www.xignite.com/product/XigniteReleases/	sales@xignite.com	Financial	SOAP 		API Key
XigniteVWAP	http://www.xignite.com/	ttp://www.xignite.com/xVWAP.asmx	http://www.xignite.com/product/XigniteVWAP/	sales@xignite.com	Financial	SOAP 		Api key
XML Soccer	http://www.xmlsoccer.com	http://www.xmlsoccer.com/FootballData.asmx	http://www.xmlsoccer.com	info@xmlsoccer.com	Sports	SOAP 		API Key
Xsolla	http://xsolla.com/	https://secure.xsolla.com/api/	https://github.com/xsolla/Xsolla-Payment-API	support@xsolla.com	Payments	REST 		User ID, MD5 checksum
Xtify	http://www.xtify.com	http://query.xtify.com/api/1.0/	https://console.xtify.com/	support@xtify.com	Tools	REST 		API Key
Yandex Blog Search	http://yandex.ru	http://blogs.yandex.ru/search.rss?	http://api.yandex.ru/blogs/	api@direct.yandex.ru	Search	XML 		API Key, API Key
Yandex Direct	http://yandex.ru	http://api.yandex.com/	http://api.yandex.com/direct/	api@direct.yandex.ru	Advertising	SOAP 		API Key, OAuth 1
Yandex Speller	http://yandex.ru	http://speller.yandex.net/services/spellservice	http://api.yandex.ru/speller/	speller-support@yandex-team.ru	Tools	XML 		API Key, API Key
Yandex Translate	http://www.yandex.com/	http://translate.yandex.net/api/v1/	http://api.yandex.com/translate/	eng-ad@yandex-team.ru	Tools	XML 		Unspecified
Yapta	http://www.yapta.com/	http://api.yapta.com/json/1.0/	http://developer.yapta.com	developer@yapta.com	Travel	HTTP 		API Key, OAuth
Yebol	http://www.yebol.com	http://www.yebol.com/yebol_api?api=	http://www.yebol.com/yebol_apis.htm	ghall1958@yahoo.com	Search	REST 		None
Yolink	http://www.yolink.com	http://index.yolink.com	https://developer.yolink.com/	yolink.support@yolink.com	Search	REST 		API Key
Yottaa Partner	http://www.yottaa.com/	 https://api.yottaa.com/partners	https://api.yottaa.com/PartnerApi.html	sales@yottaa.com or support@yottaa.com	Tools	REST 		API Key
Yottaa Public	http://www.yottaa.com/	https://api.yottaa.com/public	https://api.yottaa.com/PublicApi.html	sales@yottaa.com or support@yottaa.com	Tools	REST 		API Key
Zapier Status	https://zapier.com	https://zapier.com/status/json/	https://zapier.com/status/	contact@zapier.com	Tools	REST 		None
Zeevex Game Wallet	http://www.zeevex.com/	 http://sandbox.gamewallet.game.co.uk/	http://wiki.zeevex.com/display/DEV/Home	support@zeevex.com	Payments	REST 		API Key, HTTP Basic Authentication
Zenbu	http://www.zenbu.co.nz	http://www.zenbu.co.nz/	http://www.zenbu.co.nz/about/xml	licensing@zenbu.co.nz	Search	REST 		API Key
ZetaPrints	http://www.zetaprints.com/	 http://posters.example.com/api.aspx	http://www.zetaprints.com/help/category/api/	support@zetaprints.com	Tools	REST 		API Key
Zoompf	http://zoompf.com	http://wpo.zoompf.com/api/v1/	http://zoompf.com	support@zoompf.com	Tools	REST 		API Key
ZuluTrade	https://www.zulutrade.com/	http://tradingserver.zulutrade.com/	https://www.zulutrade.com/restapi-reference	support@zulutrade.com	Financial	REST 		HTTP Basic Authentication
